id,event_id,down_time,up_time,action_time,activity,down_event,up_event,text_change,cursor_position,word_count
001519c8,443,422803,422935,132,Input,Space,Space, ,221,39
001519c8,444,423039,423148,109,Input,q,q,q,222,40
001519c8,445,423124,423269,145,Input,q,q,q,223,40
001519c8,446,423231,423404,173,Input,q,q,q,224,40
001519c8,447,423443,423527,84,Input,Space,Space, ,225,40
001519c8,448,423667,423798,131,Input,q,q,q,226,41
001519c8,449,423906,424057,151,Input,q,q,q,227,41
001519c8,450,424085,424175,90,Input,q,q,q,228,41
001519c8,451,424271,424519,248,Input,q,q,q,229,41
001519c8,452,424419,424588,169,Input,q,q,q,230,41
001519c8,453,424702,424795,93,Input,q,q,q,231,41
001519c8,454,424780,424932,152,Input,q,q,q,232,41
001519c8,455,424988,425128,140,Input,q,q,q,233,41
001519c8,456,425148,425247,99,Input,q,q,q,234,41
001519c8,457,425345,425448,103,Input,q,q,q,235,41
001519c8,458,425469,425626,157,Input,q,q,q,236,41
001519c8,459,425623,425781,158,Input,.,.,.,237,41
001519c8,460,425748,425899,151,Input,Space,Space, ,238,41
001519c8,461,425966,426104,138,Input,Space,Space, ,239,41
001519c8,462,453154,455413,2259,Nonproduction,Leftclick,Leftclick,NoChange,171,41
001519c8,463,455954,456082,128,Replace,Space,Space, qqq qqqqq  =>  ,161,39
001519c8,464,456292,456483,191,Input,q,q,q,162,39
001519c8,465,456434,456592,158,Input,q,q,q,163,39
001519c8,466,456583,456728,145,Input,q,q,q,164,39
001519c8,467,456754,456904,150,Input,Space,Space, ,165,40
001519c8,468,460144,461160,1016,Nonproduction,Leftclick,Leftclick,NoChange,185,40
001519c8,469,462164,462360,196,Replace,q,q,qqqqq qq => q,178,39
001519c8,470,462250,462441,191,Input,q,q,q,179,39
001519c8,471,462354,462485,131,Input,Space,Space, ,180,39
001519c8,472,462480,462637,157,Input,q,q,q,181,40
001519c8,473,462591,462720,129,Input,q,q,q,182,40
001519c8,474,462716,462866,150,Input,q,q,q,183,40
001519c8,475,462860,462992,132,Input,Space,Space, ,184,40
001519c8,476,463032,463177,145,Input,q,q,q,185,41
001519c8,477,463218,463379,161,Input,q,q,q,186,41
001519c8,478,463397,463507,110,Input,q,q,q,187,41
001519c8,479,463936,464024,88,Input,q,q,q,188,41
001519c8,480,464019,464149,130,Input,q,q,q,189,41
001519c8,481,464202,464346,144,Input,q,q,q,190,41
001519c8,482,464485,464596,111,Input,q,q,q,191,41
001519c8,483,464682,464856,174,Input,q,q,q,192,41
001519c8,484,464745,464887,142,Input,q,q,q,193,41
001519c8,485,464878,465024,146,Input,q,q,q,194,41
001519c8,486,466190,466327,137,Input,Space,Space, ,195,41
001519c8,487,467260,467390,130,Input,q,q,q,196,42
001519c8,488,467347,467511,164,Input,q,q,q,197,42
001519c8,489,467459,467623,164,Input,q,q,q,198,42
001519c8,490,468132,468196,64,Remove/Cut,Backspace,Backspace,q,197,42
001519c8,491,468169,468383,214,Input,q,q,q,198,42
001519c8,492,468265,468410,145,Input,q,q,q,199,42
001519c8,493,468451,468598,147,Input,q,q,q,200,42
001519c8,494,471277,472659,1382,Nonproduction,Leftclick,Leftclick,NoChange,211,42
001519c8,495,477175,477190,15,Nonproduction,Leftclick,Leftclick,NoChange,248,42
001519c8,496,477204,477254,50,Nonproduction,Leftclick,Leftclick,NoChange,248,42
001519c8,497,478574,478597,23,Nonproduction,Leftclick,Leftclick,NoChange,232,42
001519c8,498,478618,478659,41,Nonproduction,Leftclick,Leftclick,NoChange,234,42
001519c8,499,480028,480097,69,Nonproduction,Leftclick,Leftclick,NoChange,225,42
001519c8,500,481171,481295,124,Input,q,q,q,226,42
001519c8,501,481369,481506,137,Input,q,q,q,227,42
001519c8,502,481473,481577,104,Input,q,q,q,228,42
001519c8,503,481624,481757,133,Input,q,q,q,229,42
001519c8,504,481764,481845,81,Input,q,q,q,230,42
001519c8,505,482597,482673,76,Remove/Cut,Backspace,Backspace,q,229,42
001519c8,506,482872,482983,111,Input,Space,Space, ,230,43
001519c8,507,483035,483171,136,Input,q,q,q,231,43
001519c8,508,483112,483199,87,Input,q,q,q,232,43
001519c8,509,483431,483573,142,Input,q,q,q,233,43
001519c8,510,483570,483707,137,Input,Space,Space, ,234,44
001519c8,511,487442,487903,461,Nonproduction,Leftclick,Leftclick,NoChange,237,44
001519c8,512,488599,489856,1257,Nonproduction,Leftclick,Leftclick,NoChange,239,44
001519c8,513,493154,493273,119,Replace,q,q,qqqq  => q,235,43
001519c8,514,493324,493425,101,Input,q,q,q,236,43
001519c8,515,493522,493650,128,Input,q,q,q,237,43
001519c8,516,493598,493727,129,Input,q,q,q,238,43
001519c8,517,493784,493894,110,Input,q,q,q,239,43
001519c8,518,494196,494276,80,Remove/Cut,Backspace,Backspace,q,238,43
001519c8,519,494405,494483,78,Input,q,q,q,239,43
001519c8,520,494528,494639,111,Input,q,q,q,240,43
001519c8,521,494622,494749,127,Input,Space,Space, ,241,44
001519c8,522,495013,495156,143,Input,q,q,q,242,44
001519c8,523,495259,495406,147,Input,q,q,q,243,44
001519c8,524,495501,495632,131,Input,q,q,q,244,44
001519c8,525,495744,495858,114,Input,q,q,q,245,44
001519c8,526,495846,495988,142,Input,q,q,q,246,44
001519c8,527,496051,496179,128,Input,q,q,q,247,44
001519c8,528,496246,496401,155,Input,q,q,q,248,44
001519c8,529,496368,496481,113,Input,Space,Space, ,249,45
001519c8,530,496539,496656,117,Input,q,q,q,250,45
001519c8,531,496601,496714,113,Input,q,q,q,251,45
001519c8,532,497123,497229,106,Input,Space,Space, ,252,46
001519c8,533,498988,499090,102,Nonproduction,Leftclick,Leftclick,NoChange,270,46
001519c8,534,523331,523331,0,Nonproduction,Shift,Shift,NoChange,270,46
001519c8,535,523404,523492,88,Input,q,q,q,271,47
001519c8,536,523599,523661,62,Input,q,q,q,272,47
001519c8,537,523745,523881,136,Input,q,q,q,273,47
001519c8,538,524103,524246,143,Input,q,q,q,274,47
001519c8,539,524195,524309,114,Input,q,q,q,275,47
001519c8,540,524306,524436,130,Input,q,q,q,276,47
001519c8,541,524401,524470,69,Input,q,q,q,277,47
001519c8,542,524711,524851,140,Input,q,q,q,278,47
001519c8,543,524863,524981,118,Input,Space,Space, ,279,47
001519c8,544,524993,525108,115,Input,q,q,q,280,48
001519c8,545,525068,525186,118,Input,q,q,q,281,48
001519c8,546,525154,525274,120,Input,Space,Space, ,282,48
001519c8,547,525322,525442,120,Input,q,q,q,283,49
001519c8,548,525458,525562,104,Input,q,q,q,284,49
001519c8,549,526004,526058,54,Remove/Cut,Backspace,Backspace,q,283,49
001519c8,550,526117,526223,106,Remove/Cut,Backspace,Backspace,q,282,48
001519c8,551,526514,526643,129,Input,q,q,q,283,49
001519c8,552,527144,527219,75,Remove/Cut,Backspace,Backspace,q,282,48
001519c8,553,527236,527405,169,Input,q,q,q,283,49
001519c8,554,527372,527535,163,Input,q,q,q,284,49
001519c8,555,527393,527574,181,Input,q,q,q,285,49
001519c8,556,527543,527694,151,Input,q,q,q,286,49
001519c8,557,527955,528111,156,Input,q,q,q,287,49
001519c8,558,528040,528196,156,Input,q,q,q,288,49
001519c8,559,528101,528256,155,Input,q,q,q,289,49
001519c8,560,528223,528344,121,Input,q,q,q,290,49
001519c8,561,528404,528558,154,Input,q,q,q,291,49
001519c8,562,528526,528669,143,Input,Space,Space, ,292,49
001519c8,563,529737,529871,134,Input,q,q,q,293,50
001519c8,564,529972,530104,132,Input,q,q,q,294,50
001519c8,565,530100,530222,122,Input,q,q,q,295,50
001519c8,566,530277,530381,104,Input,q,q,q,296,50
001519c8,567,530476,530551,75,Input,q,q,q,297,50
001519c8,568,530642,530756,114,Input,q,q,q,298,50
001519c8,569,531960,532087,127,Input,Space,Space, ,299,50
001519c8,570,532324,532472,148,Input,q,q,q,300,51
001519c8,571,532408,532531,123,Input,q,q,q,301,51
001519c8,572,532510,532650,140,Input,q,q,q,302,51
001519c8,573,532611,532813,202,Input,q,q,q,303,51
001519c8,574,532726,532864,138,Input,Space,Space, ,304,51
001519c8,575,533158,533213,55,Remove/Cut,Backspace,Backspace, ,303,51
001519c8,576,533262,533362,100,Remove/Cut,Backspace,Backspace,q,302,51
001519c8,577,533408,533502,94,Remove/Cut,Backspace,Backspace,q,301,51
001519c8,578,533564,533653,89,Remove/Cut,Backspace,Backspace,q,300,51
001519c8,579,533707,533811,104,Remove/Cut,Backspace,Backspace,q,299,50
001519c8,580,535455,535523,68,Remove/Cut,Backspace,Backspace, ,298,50
001519c8,581,535586,535678,92,Remove/Cut,Backspace,Backspace,q,297,50
001519c8,582,535736,535835,99,Remove/Cut,Backspace,Backspace,q,296,50
001519c8,583,535891,535988,97,Remove/Cut,Backspace,Backspace,q,295,50
001519c8,584,536045,536132,87,Remove/Cut,Backspace,Backspace,q,294,50
001519c8,585,536201,536280,79,Remove/Cut,Backspace,Backspace,q,293,50
001519c8,586,536402,536501,99,Remove/Cut,Backspace,Backspace,q,292,49
001519c8,587,536697,536784,87,Input,q,q,q,293,50
001519c8,588,536809,536938,129,Input,q,q,q,294,50
001519c8,589,536986,537075,89,Input,q,q,q,295,50
001519c8,590,537157,537291,134,Input,q,q,q,296,50
001519c8,591,537254,537371,117,Input,Space,Space, ,297,50
001519c8,592,537860,538021,161,Input,q,q,q,298,51
001519c8,593,538038,538149,111,Input,q,q,q,299,51
001519c8,594,538112,538272,160,Input,q,q,q,300,51
001519c8,595,538215,538389,174,Input,q,q,q,301,51
001519c8,596,538313,538445,132,Input,Space,Space, ,302,51
001519c8,597,538611,538751,140,Input,q,q,q,303,52
001519c8,598,538662,538813,151,Input,q,q,q,304,52
001519c8,599,538705,538856,151,Input,q,q,q,305,52
001519c8,600,538877,538994,117,Input,q,q,q,306,52
001519c8,601,539130,539310,180,Input,q,q,q,307,52
001519c8,602,539272,539426,154,Input,q,q,q,308,52
001519c8,603,539482,539612,130,Input,q,q,q,309,52
001519c8,604,539565,539681,116,Input,q,q,q,310,52
001519c8,605,539587,539702,115,Input,q,q,q,311,52
001519c8,606,539698,539835,137,Input,Space,Space, ,312,52
001519c8,607,539894,540012,118,Input,q,q,q,313,53
001519c8,608,540022,540149,127,Input,q,q,q,314,53
001519c8,609,540077,540190,113,Input,q,q,q,315,53
001519c8,610,540170,540324,154,Input,q,q,q,316,53
001519c8,611,540247,540394,147,Input,q,q,q,317,53
001519c8,612,541302,541437,135,Input,Space,Space, ,318,53
001519c8,613,541431,541575,144,Input,q,q,q,319,54
001519c8,614,541596,541728,132,Input,q,q,q,320,54
001519c8,615,541652,541767,115,Input,q,q,q,321,54
001519c8,616,541807,541909,102,Input,q,q,q,322,54
001519c8,617,541990,542113,123,Input,q,q,q,323,54
001519c8,618,542083,542196,113,Input,q,q,q,324,54
001519c8,619,542191,542322,131,Input,Space,Space, ,325,54
001519c8,620,542397,542530,133,Input,q,q,q,326,55
001519c8,621,542525,542746,221,Input,q,q,q,327,55
001519c8,622,542653,542789,136,Input,Space,Space, ,328,55
001519c8,623,543503,543617,114,Input,q,q,q,329,56
001519c8,624,543683,543848,165,Input,q,q,q,330,56
001519c8,625,543997,544165,168,Input,q,q,q,331,56
001519c8,626,547936,548042,106,Remove/Cut,Backspace,Backspace,q,330,56
001519c8,627,548104,548185,81,Remove/Cut,Backspace,Backspace,q,329,56
001519c8,628,548238,548340,102,Remove/Cut,Backspace,Backspace,q,328,55
001519c8,629,548391,548483,92,Remove/Cut,Backspace,Backspace, ,327,55
001519c8,630,548557,548630,73,Remove/Cut,Backspace,Backspace,q,326,55
001519c8,631,548714,548786,72,Remove/Cut,Backspace,Backspace,q,325,54
001519c8,632,549437,549959,522,Remove/Cut,Backspace,Backspace, ,324,54
001519c8,633,549959,549988,29,Remove/Cut,Backspace,Backspace,q,323,54
001519c8,634,549988,550020,32,Remove/Cut,Backspace,Backspace,q,322,54
001519c8,635,550020,550053,33,Remove/Cut,Backspace,Backspace,q,321,54
001519c8,636,550053,550084,31,Remove/Cut,Backspace,Backspace,q,320,54
001519c8,637,550084,550117,33,Remove/Cut,Backspace,Backspace,q,319,54
001519c8,638,550117,550128,11,Remove/Cut,Backspace,Backspace,q,318,53
001519c8,639,550779,550859,80,Remove/Cut,Backspace,Backspace, ,317,53
001519c8,640,550929,551012,83,Remove/Cut,Backspace,Backspace,q,316,53
001519c8,641,551076,551165,89,Remove/Cut,Backspace,Backspace,q,315,53
001519c8,642,551225,551316,91,Remove/Cut,Backspace,Backspace,q,314,53
001519c8,643,551376,551457,81,Remove/Cut,Backspace,Backspace,q,313,53
001519c8,644,551524,551622,98,Remove/Cut,Backspace,Backspace,q,312,52
001519c8,645,551830,551958,128,Input,q,q,q,313,53
001519c8,646,551900,552000,100,Input,q,q,q,314,53
001519c8,647,552031,552149,118,Input,q,q,q,315,53
001519c8,648,552110,552246,136,Input,Space,Space, ,316,53
001519c8,649,552347,552488,141,Input,q,q,q,317,54
001519c8,650,552422,552597,175,Input,q,q,q,318,54
001519c8,651,552525,552648,123,Input,q,q,q,319,54
001519c8,652,553062,553199,137,Input,q,q,q,320,54
001519c8,653,553246,553353,107,Input,q,q,q,321,54
001519c8,654,553689,553822,133,Input,q,q,q,322,54
001519c8,655,553794,553929,135,Input,q,q,q,323,54
001519c8,656,553990,554089,99,Input,q,q,q,324,54
001519c8,657,554133,554263,130,Input,q,q,q,325,54
001519c8,658,554242,554385,143,Input,Space,Space, ,326,54
001519c8,659,554767,555283,516,Remove/Cut,Backspace,Backspace, ,325,54
001519c8,660,555283,555307,24,Remove/Cut,Backspace,Backspace,q,324,54
001519c8,661,555307,555341,34,Remove/Cut,Backspace,Backspace,q,323,54
001519c8,662,555341,555372,31,Remove/Cut,Backspace,Backspace,q,322,54
001519c8,663,555372,555406,34,Remove/Cut,Backspace,Backspace,q,321,54
001519c8,664,555406,555439,33,Remove/Cut,Backspace,Backspace,q,320,54
001519c8,665,555439,555473,34,Remove/Cut,Backspace,Backspace,q,319,54
001519c8,666,555473,555480,7,Remove/Cut,Backspace,Backspace,q,318,54
001519c8,667,555742,555852,110,Remove/Cut,Backspace,Backspace,q,317,54
001519c8,668,555932,556021,89,Remove/Cut,Backspace,Backspace,q,316,53
001519c8,669,556476,556632,156,Input,q,q,q,317,54
001519c8,670,556575,556683,108,Input,q,q,q,318,54
001519c8,671,556815,556892,77,Input,q,q,q,319,54
001519c8,672,557239,557344,105,Input,q,q,q,320,54
001519c8,673,557455,557559,104,Input,q,q,q,321,54
001519c8,674,557600,557692,92,Input,q,q,q,322,54
001519c8,675,557736,557879,143,Input,q,q,q,323,54
001519c8,676,557978,558125,147,Input,Space,Space, ,324,54
001519c8,677,558479,558592,113,Input,q,q,q,325,55
001519c8,678,558583,558702,119,Input,q,q,q,326,55
001519c8,679,558669,558802,133,Input,Space,Space, ,327,55
001519c8,680,560153,560254,101,Input,q,q,q,328,56
001519c8,681,560287,560411,124,Input,q,q,q,329,56
001519c8,682,560339,560461,122,Input,q,q,q,330,56
001519c8,683,560442,560601,159,Input,q,q,q,331,56
001519c8,684,560520,560671,151,Input,q,q,q,332,56
001519c8,685,560731,560885,154,Input,q,q,q,333,56
001519c8,686,560853,560984,131,Input,Space,Space, ,334,56
001519c8,687,576538,576683,145,Input,q,q,q,335,57
001519c8,688,576631,576832,201,Input,q,q,q,336,57
001519c8,689,576794,576949,155,Input,Space,Space, ,337,57
001519c8,690,583820,583896,76,Input,q,q,q,338,58
001519c8,691,584010,584147,137,Input,q,q,q,339,58
001519c8,692,584237,584383,146,Input,q,q,q,340,58
001519c8,693,584531,584703,172,Input,q,q,q,341,58
001519c8,694,584627,584792,165,Input,q,q,q,342,58
001519c8,695,584777,584876,99,Input,q,q,q,343,58
001519c8,696,584931,585046,115,Input,q,q,q,344,58
001519c8,697,584998,585107,109,Input,q,q,q,345,58
001519c8,698,585065,585207,142,Input,q,q,q,346,58
001519c8,699,585175,585311,136,Input,Space,Space, ,347,58
001519c8,700,585426,585511,85,Input,q,q,q,348,59
001519c8,701,585578,585658,80,Input,q,q,q,349,59
001519c8,702,586092,586274,182,Input,Space,Space, ,350,59
001519c8,703,586296,586415,119,Input,q,q,q,351,60
001519c8,704,586425,586592,167,Input,q,q,q,352,60
001519c8,705,586601,586683,82,Input,Space,Space, ,353,60
001519c8,706,586728,586958,230,Input,q,q,q,354,61
001519c8,707,586837,587002,165,Input,q,q,q,355,61
001519c8,708,586951,587098,147,Input,q,q,q,356,61
001519c8,709,587084,587219,135,Input,Space,Space, ,357,61
001519c8,710,587239,587353,114,Input,q,q,q,358,62
001519c8,711,587408,587569,161,Input,q,q,q,359,62
001519c8,712,587553,587654,101,Input,q,q,q,360,62
001519c8,713,587748,587858,110,Input,q,q,q,361,62
001519c8,714,587928,588075,147,Input,q,q,q,362,62
001519c8,715,588038,588154,116,Input,Space,Space, ,363,62
001519c8,716,588207,588313,106,Input,q,q,q,364,63
001519c8,717,588299,588445,146,Input,q,q,q,365,63
001519c8,718,588365,588459,94,Input,q,q,q,366,63
001519c8,719,588548,588652,104,Input,q,q,q,367,63
001519c8,720,588728,588819,91,Input,q,q,q,368,63
001519c8,721,589069,589160,91,Input,.,.,.,369,63
001519c8,722,589449,589547,98,Input,Enter,Enter,"
",370,63
001519c8,723,589592,589693,101,Input,Enter,Enter,"
",371,63
001519c8,724,615813,615813,0,Nonproduction,Shift,Shift,NoChange,371,63
001519c8,725,616105,616232,127,Input,q,q,q,372,63
001519c8,726,616400,616583,183,Input,q,q,q,373,63
001519c8,727,616578,616680,102,Input,Space,Space, ,374,63
001519c8,728,616863,617001,138,Input,q,q,q,375,64
001519c8,729,617033,617175,142,Input,q,q,q,376,64
001519c8,730,617170,617275,105,Input,Space,Space, ,377,64
001519c8,731,625816,625901,85,Input,q,q,q,378,65
001519c8,732,626006,626113,107,Input,q,q,q,379,65
001519c8,733,626092,626276,184,Input,q,q,q,380,65
001519c8,734,626242,626395,153,Input,q,q,q,381,65
001519c8,735,626390,626518,128,Input,Space,Space, ,382,65
001519c8,736,626536,626652,116,Input,q,q,q,383,66
001519c8,737,626589,626712,123,Input,q,q,q,384,66
001519c8,738,626733,626838,105,Input,q,q,q,385,66
001519c8,739,626788,626914,126,Input,q,q,q,386,66
001519c8,740,626855,626973,118,Input,Space,Space, ,387,66
001519c8,741,634062,634198,136,Input,q,q,q,388,67
001519c8,742,634155,634258,103,Input,q,q,q,389,67
001519c8,743,634245,634338,93,Input,q,q,q,390,67
001519c8,744,634660,634783,123,Input,Space,Space, ,391,67
001519c8,745,634801,634936,135,Input,q,q,q,392,68
001519c8,746,634922,635084,162,Input,q,q,q,393,68
001519c8,747,635346,635484,138,Input,q,q,q,394,68
001519c8,748,635464,635570,106,Input,q,q,q,395,68
001519c8,749,635801,635933,132,Input,q,q,q,396,68
001519c8,750,635982,636082,100,Input,q,q,q,397,68
001519c8,751,636034,636143,109,Input,q,q,q,398,68
001519c8,752,636177,636264,87,Input,q,q,q,399,68
001519c8,753,636284,636430,146,Input,q,q,q,400,68
001519c8,754,636404,636516,112,Input,Space,Space, ,401,68
001519c8,755,636503,636627,124,Input,q,q,q,402,69
001519c8,756,636582,636663,81,Input,q,q,q,403,69
001519c8,757,636679,636797,118,Input,q,q,q,404,69
001519c8,758,636772,636872,100,Input,Space,Space, ,405,69
001519c8,759,636912,637030,118,Input,q,q,q,406,70
001519c8,760,636967,637063,96,Input,q,q,q,407,70
001519c8,761,637071,637207,136,Input,q,q,q,408,70
001519c8,762,637151,637242,91,Input,q,q,q,409,70
001519c8,763,637221,637405,184,Input,q,q,q,410,70
001519c8,764,637427,637530,103,Input,q,q,q,411,70
001519c8,765,637564,637696,132,Input,q,q,q,412,70
001519c8,766,637669,637790,121,Input,Space,Space, ,413,70
001519c8,767,637815,637956,141,Input,q,q,q,414,71
001519c8,768,637881,638025,144,Input,q,q,q,415,71
001519c8,769,637945,638048,103,Input,Space,Space, ,416,71
001519c8,770,638069,638226,157,Input,q,q,q,417,72
001519c8,771,638145,638284,139,Input,q,q,q,418,72
001519c8,772,638294,638414,120,Input,q,q,q,419,72
001519c8,773,638409,638541,132,Input,Space,Space, ,420,72
001519c8,774,638690,638807,117,Input,q,q,q,421,73
001519c8,775,638776,638920,144,Input,q,q,q,422,73
001519c8,776,638906,638977,71,Input,q,q,q,423,73
001519c8,777,639352,639411,59,Remove/Cut,Backspace,Backspace,q,422,73
001519c8,778,639579,639685,106,Input,q,q,q,423,73
001519c8,779,639749,639867,118,Input,q,q,q,424,73
001519c8,780,639933,640078,145,Input,q,q,q,425,73
001519c8,781,640017,640140,123,Input,Space,Space, ,426,73
001519c8,782,640206,640311,105,Input,q,q,q,427,74
001519c8,783,640375,640473,98,Input,q,q,q,428,74
001519c8,784,640514,640602,88,Input,q,q,q,429,74
001519c8,785,640662,640758,96,Input,q,q,q,430,74
001519c8,786,640791,640929,138,Input,q,q,q,431,74
001519c8,787,647775,647961,186,Input,",",",",",",432,74
001519c8,788,647864,648000,136,Input,Space,Space, ,433,74
001519c8,789,648985,649090,105,Input,q,q,q,434,75
001519c8,790,649107,649205,98,Input,q,q,q,435,75
001519c8,791,649193,649315,122,Input,Space,Space, ,436,75
001519c8,792,649353,649448,95,Input,q,q,q,437,76
001519c8,793,649421,649542,121,Input,q,q,q,438,76
001519c8,794,649517,649631,114,Input,Space,Space, ,439,76
001519c8,795,650231,650332,101,Input,q,q,q,440,77
001519c8,796,650415,650493,78,Input,q,q,q,441,77
001519c8,797,650545,650655,110,Input,q,q,q,442,77
001519c8,798,650707,650809,102,Input,q,q,q,443,77
001519c8,799,650806,650925,119,Input,Space,Space, ,444,77
001519c8,800,651881,651950,69,Remove/Cut,Backspace,Backspace, ,443,77
001519c8,801,652013,652120,107,Remove/Cut,Backspace,Backspace,q,442,77
001519c8,802,652160,652253,93,Remove/Cut,Backspace,Backspace,q,441,77
001519c8,803,652311,652417,106,Remove/Cut,Backspace,Backspace,q,440,77
001519c8,804,652476,652568,92,Remove/Cut,Backspace,Backspace,q,439,76
001519c8,805,652625,652716,91,Remove/Cut,Backspace,Backspace, ,438,76
001519c8,806,652785,652874,89,Remove/Cut,Backspace,Backspace,q,437,76
001519c8,807,652900,653026,126,Remove/Cut,Backspace,Backspace,q,436,75
001519c8,808,653107,653177,70,Remove/Cut,Backspace,Backspace, ,435,75
001519c8,809,653334,653421,87,Remove/Cut,Backspace,Backspace,q,434,75
001519c8,810,653548,653637,89,Remove/Cut,Backspace,Backspace,q,433,74
001519c8,811,662990,663089,99,Input,q,q,q,434,75
001519c8,812,663148,663249,101,Input,q,q,q,435,75
001519c8,813,663222,663332,110,Input,Space,Space, ,436,75
001519c8,814,663357,663447,90,Input,q,q,q,437,76
001519c8,815,663421,663541,120,Input,q,q,q,438,76
001519c8,816,663519,663612,93,Input,Space,Space, ,439,76
001519c8,817,663664,663745,81,Input,q,q,q,440,77
001519c8,818,663737,663851,114,Input,q,q,q,441,77
001519c8,819,663871,663995,124,Input,q,q,q,442,77
001519c8,820,663967,664087,120,Input,q,q,q,443,77
001519c8,821,664083,664221,138,Input,q,q,q,444,77
001519c8,822,664178,664321,143,Input,q,q,q,445,77
001519c8,823,664280,664393,113,Input,Space,Space, ,446,77
001519c8,824,664460,664595,135,Input,q,q,q,447,78
001519c8,825,664542,664658,116,Input,q,q,q,448,78
001519c8,826,664656,664755,99,Input,q,q,q,449,78
001519c8,827,664721,664834,113,Input,Space,Space, ,450,78
001519c8,828,666682,666829,147,Input,q,q,q,451,79
001519c8,829,666763,666856,93,Input,q,q,q,452,79
001519c8,830,666927,667051,124,Input,q,q,q,453,79
001519c8,831,667070,667203,133,Input,Space,Space, ,454,79
001519c8,832,668494,668628,134,Input,q,q,q,455,80
001519c8,833,668624,668775,151,Input,q,q,q,456,80
001519c8,834,668717,668857,140,Input,q,q,q,457,80
001519c8,835,668879,669027,148,Input,q,q,q,458,80
001519c8,836,668930,669086,156,Input,q,q,q,459,80
001519c8,837,669024,669175,151,Input,q,q,q,460,80
001519c8,838,669437,669568,131,Input,q,q,q,461,80
001519c8,839,669501,669664,163,Input,q,q,q,462,80
001519c8,840,669638,669741,103,Input,Space,Space, ,463,80
001519c8,841,669949,670092,143,Input,q,q,q,464,81
001519c8,842,670040,670139,99,Input,q,q,q,465,81
001519c8,843,670130,670279,149,Input,q,q,q,466,81
001519c8,844,670261,670357,96,Input,q,q,q,467,81
001519c8,845,670404,670529,125,Input,q,q,q,468,81
001519c8,846,670526,670641,115,Input,Space,Space, ,469,81
001519c8,847,670711,670824,113,Input,q,q,q,470,82
001519c8,848,670776,670921,145,Input,q,q,q,471,82
001519c8,849,670866,670968,102,Input,Space,Space, ,472,82
001519c8,850,678063,678211,148,Input,q,q,q,473,83
001519c8,851,678147,678242,95,Input,q,q,q,474,83
001519c8,852,678273,678430,157,Input,q,q,q,475,83
001519c8,853,678415,678527,112,Input,Space,Space, ,476,83
001519c8,854,678524,678659,135,Input,q,q,q,477,84
001519c8,855,678721,678887,166,Input,q,q,q,478,84
001519c8,856,678947,679080,133,Input,q,q,q,479,84
001519c8,857,679153,679248,95,Input,q,q,q,480,84
001519c8,858,679297,679426,129,Input,q,q,q,481,84
001519c8,859,679405,679606,201,Input,q,q,q,482,84
001519c8,860,679578,679710,132,Input,q,q,q,483,84
001519c8,861,679667,679900,233,Input,q,q,q,484,84
001519c8,862,679798,679933,135,Input,q,q,q,485,84
001519c8,863,679821,679996,175,Input,q,q,q,486,84
001519c8,864,679991,680119,128,Input,q,q,q,487,84
001519c8,865,680115,680229,114,Input,Space,Space, ,488,84
001519c8,866,680338,680459,121,Input,q,q,q,489,85
001519c8,867,680366,680522,156,Input,q,q,q,490,85
001519c8,868,680456,680577,121,Input,Space,Space, ,491,85
001519c8,869,681849,681988,139,Input,q,q,q,492,86
001519c8,870,682008,682134,126,Input,q,q,q,493,86
001519c8,871,682149,682268,119,Input,q,q,q,494,86
001519c8,872,682345,682480,135,Input,q,q,q,495,86
001519c8,873,682899,683014,115,Input,q,q,q,496,86
001519c8,874,682964,683094,130,Input,q,q,q,497,86
001519c8,875,683511,683571,60,Remove/Cut,Backspace,Backspace,q,496,86
001519c8,876,683733,683819,86,Input,q,q,q,497,86
001519c8,877,683817,684003,186,Input,q,q,q,498,86
001519c8,878,684034,684162,128,Input,q,q,q,499,86
001519c8,879,684172,684314,142,Input,q,q,q,500,86
001519c8,880,684433,684540,107,Input,.,.,.,501,86
001519c8,881,684554,684645,91,Input,Space,Space, ,502,86
001519c8,882,684700,684817,117,Input,Space,Space, ,503,86
001519c8,883,687971,687971,0,Nonproduction,Shift,Shift,NoChange,503,86
001519c8,884,688990,688990,0,Nonproduction,Shift,Shift,NoChange,503,86
001519c8,885,689067,689213,146,Input,q,q,q,504,87
001519c8,886,689242,689366,124,Input,q,q,q,505,87
001519c8,887,689306,689407,101,Input,q,q,q,506,87
001519c8,888,689466,689564,98,Input,q,q,q,507,87
001519c8,889,689928,690029,101,Input,q,q,q,508,87
001519c8,890,690102,690209,107,Input,q,q,q,509,87
001519c8,891,690206,690312,106,Input,q,q,q,510,87
001519c8,892,690368,690459,91,Input,q,q,q,511,87
001519c8,893,690499,690598,99,Input,q,q,q,512,87
001519c8,894,690590,690704,114,Input,Space,Space, ,513,87
001519c8,895,690734,690856,122,Input,q,q,q,514,88
001519c8,896,690790,690889,99,Input,q,q,q,515,88
001519c8,897,690850,690984,134,Input,Space,Space, ,516,88
001519c8,898,692155,692258,103,Input,q,q,q,517,89
001519c8,899,692341,692451,110,Input,q,q,q,518,89
001519c8,900,692513,692614,101,Input,q,q,q,519,89
001519c8,901,692623,692725,102,Input,Space,Space, ,520,89
001519c8,902,692932,693028,96,Input,q,q,q,521,90
001519c8,903,693043,693182,139,Input,q,q,q,522,90
